"Cif (S)","Ventas (N)","Año ventas (S)","Capital social (N)","Cargo principal (S)","Cnae (S)","Domicilio social (S)","Email (S)","Empleados (N)","Fax (S)","Fecha fundacion (S)","Fecha ult. balance (S)","Forma juridica (S)","Localidad (S)","Nombre (S)","Nombre comercial (S)","Situacion (S)","Telefono (S)","Web (S)","tipo (S)"
"B86955580","3419363.2","2018","3100","CRUZ ZORRILLA, IGNACIO","4329 - Otras instalaciones en obras de construcción","CALLE BUCEFALO, 43","rebecamcplac@hotmail.com","59","Desconocido","2014-03-03","2018-12-31","SOCIEDAD LIMITADA","28971 GRIÑON (Madrid)","MC PLAC SISTEMAS CONSTRUCTIVOS SL.","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B87036760","7963000","2018","176740","BUSTIO GUTIERREZ, FRANCISCO ANTONIO","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","AVENIDA SAN LUIS, 77","rlopezh@gasnaturalfenosa.com","54","Desconocido","2014-06-03","2018-12-31","SOCIEDAD LIMITADA","28033 MADRID (Madrid)","GPG INGENIERIA Y DESARROLLO DE GENERACION SL.","Desconocido","Activa","[900100259]","Desconocido","pequeña"
"B87178661","6948749.93","2018","30000","LAIZ CARRION, IVAN","4322 - Fontanería, instalaciones de sistemas de calefacción y aire acondicionado","AVENIDA DE LA VIA LACTEA, 1 - 2ªPLANTA .EDIF. AUGUSTA","info@ififacility.es","54","Desconocido","2015-01-01","2018-12-31","SOCIEDAD LIMITADA","28830 SAN FERNANDO DE HENARES (Madrid)","IFI FACILITY SL.","Desconocido","Activa","[916088418]","['www.ififacility.es']","pequeña"
"B87198602","2546932.72","2018","3000","GONZALEZ BARROSO, RAFAEL","4121 - Construcción de edificios residenciales","CALLE ARROYO DEL CHARCO DEL PESCADOR, 4 - PISO 5 A","jrmartin@ingestructura.es","60","Desconocido","2015-01-22","2018-12-31","SOCIEDAD LIMITADA","28050 MADRID (Madrid)","INGESTRUCTURA SL.","Desconocido","Activa","Desconocido","Desconocido","mediana"
"B90058561","3955662.13","2017","800000","MARIN ARANDA, PEDRO MANUEL","2512 - Fabricación de carpintería metálica","CALLE TOMAS ALBA EDISON, 2","info@inerco.com","33","[954461329]","2013-03-14","2017-12-31","SOCIEDAD LIMITADA","41092 SEVILLA (Sevilla)","INERCO ACUSTICA SL.","Desconocido","Activa","[954468100]","['www.inerco.com']","pequeña"
"B90258716","471256.17","2017","3006","GONZALEZ GUTIERREZ, ANA BELEN","4121 - Construcción de edificios residenciales","CAMINO DE LOS FAJARDOS, S/N","Desconocido","14","Desconocido","2016-05-01","2017-12-31","SOCIEDAD LIMITADA","41620 MARCHENA (Sevilla)","DEMOLICIONES CONSTRUCCION Y ALBAÑILERIA MADRID SOCIEDAD LIMITADA.","Desconocido","Activa","Desconocido","Desconocido","mediana"
"B91627661","3603577.99","2015","180000","CALDERON MATEOS, LUIS","4673 - Comercio al por mayor de madera, materiales de construcción y aparatos sanitarios","CALLE PINO PIÑONERO, 14","info@perfilesyplacas.com","18","Desconocido","2007-02-14","2015-12-31","SOCIEDAD LIMITADA","41016 SEVILLA (Sevilla)","PERFILES Y PLACAS SL","Desconocido","Activa","[954672082]","Desconocido","pequeña"
"B91838268","4357809.99","2018","3100","BRUNA VIDAL, ANGEL","4121 - Construcción de edificios residenciales","CALLE EXPOSICION, 14 - BJ MODULO 7","info@bru14.com","28","Desconocido","2009-10-06","2018-12-31","SOCIEDAD LIMITADA","41927 MAIRENA DEL ALJARAFE (Sevilla)","BRU 14 INSTALACION SL","Desconocido","Activa","[955600359]","['www.bru14.com']","pequeña"
"B92292838","2243883.01","2018","200000","AVILA ARREBOLA, JUAN ANTONIO","4121 - Construcción de edificios residenciales","CALLE GUERNICA, 12","Desconocido","16","[952960660]","2001-12-27","2018-12-31","SOCIEDAD LIMITADA","29004 MALAGA (Málaga)","CONSTRUCCIONES JA AVILA SL","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B92386853","5852503.75","2018","24100","VERA DOBLAS, PEDRO","4399 - Otras actividades de construcción especializada n.c.o.p.","CALLE NABUCCO, 7","ilopez@verosa.es","28","[952070177]","2002-12-04","2018-12-31","SOCIEDAD LIMITADA","29006 MALAGA (Málaga)","CONSTRUCCIONES Y OBRAS VEROSA SL","Desconocido","Activa","[952640622]","['www.verosa.es']","pequeña"
"B92837707","13810401.01","2018","91935","RIVERA PEDRAZA, SEBASTIAN","4121 - Construcción de edificios residenciales","CALLE ARMENGUAL DE LA MOTA, 33 - BJ","Desconocido","41","Desconocido","2007-04-15","2018-12-31","SOCIEDAD LIMITADA","29007 MALAGA (Málaga)","ACROS HOME CARE SL.","Desconocido","Activa","[952009626]","['http://acroshomecare.com']","pequeña"
"B93011195","2157659.47","2017","3006","LOPEZ AGUERA, BONIFACIO","4121 - Construcción de edificios residenciales","URBANIZACION JARDINES DE BENAMEQUI, 1","info@sistematicasyobras.com","28","Desconocido","2009-06-29","2017-12-31","SOCIEDAD LIMITADA","29100 COIN (Málaga)","SISTEMATICAS Y OBRAS SL","Desconocido","Activa","[951315152]","['www.sistematicasyobras.com']","pequeña"
"B93240471","3960561.01","2018","3006","CARMONA ALVAREZ, MARIA DEL MONTE","4399 - Otras actividades de construcción especializada n.c.o.p.","CALLE ALFREDO PALMA, BL 3","agarcia@codora.es","37","Desconocido","2013-02-08","2018-12-31","SOCIEDAD LIMITADA","29603 MARBELLA (Málaga)","G. CODORA SL.","Desconocido","Activa","[951704074]","['www.codora.es']","pequeña"
"B93252807","1214463.74","2014","3000","ESPAÑA GALINDO, ENCARNACION","4321 - Instalaciones eléctricas","CALLE PINDARO, 7 - BL 9 3 1","encarni.espana@banser.es","17","Desconocido","2013-04-19","2014-12-31","SOCIEDAD LIMITADA","29010 MALAGA (Málaga)","BANSER 2013 OBRAS Y SERVICIOS SL.","Desconocido","Cierre de hoja registral","Desconocido","['www.banser.es']","pequeña"
"B93288553","2957173.88","2017","25628","FERNANDEZ BARRIENTOS, ANTONIO ANGEL","4121 - Construcción de edificios residenciales","CALLE VERACRUZ, 62 - OFICINA 10","jrubio@vaudit.es","45","Desconocido","2013-10-16","2017-12-31","SOCIEDAD LIMITADA","29006 MALAGA (Málaga)","SINERGIA INGENIERIA MALAGA SL. (EN LIQUIDACION)","Desconocido","Disolución","Desconocido","Desconocido","pequeña"
"B93320661","2816028.63","2018","3000","FORTIS, RUGGERO","4321 - Instalaciones eléctricas","CALLE CALETA DE VELEZ, 59 - 61","rosa.alvarez@solutions30.com","94","Desconocido","2014-03-24","2018-12-31","SOCIEDAD LIMITADA","29004 MALAGA (Málaga)","MAGAEZ TELECOMUNICACIONES SL.","Desconocido","Activa","[951768337, 952105975]","Desconocido","pequeña"
"B95084703","4498689.89","2018","153618.16","ALDAPE AMURIZA, JAGOBA","4110 - Promoción inmobiliaria","CALLE LAPURDI, 17 - BJ","elorrin@elorrin.com","19","[944573413]","2000-03-17","2018-12-31","SOCIEDAD LIMITADA","48960 GALDAKAO (Bizkaia)","CONTRATAS ELORRIN SL","Desconocido","Activa","[944572458, 944573413]","['www.elorrin.com']","pequeña"
"B95349692","3279409.81","2017","3998954","MERINO PINERO, CARMELO","4121 - Construcción de edificios residenciales","BARRIO SAUGAL, S/N","Desconocido","0","Desconocido","2005-01-04","2017-12-31","SOCIEDAD LIMITADA","48530 ORTUELLA (Bizkaia)","INVERSORA ORIS SOCIEDAD LIMITADA","Desconocido","Activa","[946640504]","Desconocido","mediana"
"B95357380","31810579","2018","1000000","NORVIRUM SPE SOCIEDAD LIMITADA","4213 - Construcción de puentes y túneles","CALLE JUNQUERAL, 13 - PLANTA 2. OFICINA 10","geotunel@geotunel.com","181","[944970171]","2005-02-25","2018-12-31","SOCIEDAD LIMITADA","48903 BARAKALDO (Bizkaia)","GEOTUNEL SOCIEDAD LIMITADA","Desconocido","Activa","[944970507]","['www.geotunel.es']","mediana"
"B95365862","3037602.39","2018","60010","JIMENEZ NAVAS, DAVID","4121 - Construcción de edificios residenciales","BARRIO ZUATZAURRE, 17","info@bidartereformas.com","12","Desconocido","2005-04-11","2018-12-31","SOCIEDAD LIMITADA","48960 GALDAKAO (Bizkaia)","BIDARTE REFORMAS SL","Desconocido","Activa","[944572798]","['www.bidartereformas.com']","pequeña"
"B95711800","1467056","2018","12000","FUNDACION TECNALIA RESEARCH & INNOVATION","7022 - Otras actividades de consultoría de gestión empresarial","PARQUE TECNOLOGICO EMPRESARIAL CL GELDO, 700","euskaltax@euskaltax.com","19","Desconocido","2013-01-31","2018-12-31","SOCIEDAD LIMITADA","48160 DERIO (Bizkaia)","TECNALIA VENTURES SOCIEDAD LIMITADA.","Desconocido","Activa","[944165268, 902760000]","Desconocido","pequeña"
"B96304977","7866615.13","2018","3150","SANCHO SANCHEZ, JOSE","2229 - Fabricación de otros productos de plástico","CALLE VIRAZON, 1 - CD 1506","sansan@sansan.es","15","[963900481]","1994-05-25","2018-12-31","SOCIEDAD LIMITADA","46119 NAQUERA (Valencia)","SANSAN PRODESING SL","Desconocido","Activa","[963900551]","['www.sansan.es']","pequeña"
"B96679675","3611896.06","2018","3005.5","LOZANO GARCIA, FAUSTINO","4299 - Construcción de otros proyectos de ingeniería civil n.c.o.p.","CALLE RIU PISUERGA, 11 - 4","edicile@terra.es","97","[963715999]","1997-07-28","2018-12-31","SOCIEDAD LIMITADA","46011 VALENCIA (Valencia)","EDIFICACION Y OBRA CIVIL LEVANTINA SL","Desconocido","Activa","Desconocido","Desconocido","mediana"
"B96753843","609089.7","2017","3005.06","FUERTES HINAREJOS, JUAN JOSE","4321 - Instalaciones eléctricas","CALLE BRAÇ DE L'ALTER, 51 - NAVE 15","jfuertes@auxcom98.com","11","[961200566]","1998-04-07","2017-12-31","SOCIEDAD LIMITADA","46469 BENIPARRELL (Valencia)","AUXCOM 98 S.L.","Desconocido","Activa","[961211160]","['www.extinfuego.com']","pequeña"
"B96813597","582860.74","2017","3010","SANCHO HURTADO, FRANCISCO JAVIER","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CALLE BOTIGUERS, 5","comercial@aceroestudio.com","17","[963379183]","1998-12-01","2017-12-31","SOCIEDAD LIMITADA","46980 PATERNA (Valencia)","ACERO ESTUDIO VALENCIA SL","Desconocido","Finalización del concurso","[963379694]","['www.aceroestudio.com']","pequeña"
"B97094734","1653522.01","2018","24042","CIVERA SEGURA, JOSE MARIA","4321 - Instalaciones eléctricas","AVENIDA VERGE DEL PUIG, 2","civeraelec@grupocivera.com","17","[961470536]","2001-07-01","2018-12-31","SOCIEDAD LIMITADA","46540 EL PUIG DE SANTA MARIA (Valencia)","CIVERA ELECTRIFICACIONES SL","['CIVERA ELECTRIFICACIONES, S.L.']","Activa","[961473109]","['www.grupocivera.com']","pequeña"
"B97101927","3398177.93","2018","79006","APARISI LLACER, FRANCISCO JAVIER","4321 - Instalaciones eléctricas","CALLE L'HORTA, 20 - BAJO","iscoelec@iscoelec.es","15","[961241610]","2001-05-08","2018-12-31","SOCIEDAD LIMITADA","46290 ALCASSER (Valencia)","MONTAGES ELECTRICOS ISCOELEC SL","Desconocido","Activa","[961241610]","Desconocido","pequeña"
"B97388508","1650767.36","2018","144458","OLIVERT RICART, JOSE FRANCISCO","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CALLE RUSSAFA, 7 - 2","ana.iserte@altumproyectos.com","27","Desconocido","2003-11-17","2018-12-31","SOCIEDAD LIMITADA","46004 VALENCIA (Valencia)","ALTUM PROYECTOS DE INGENIERIA SL","Desconocido","Activa","Desconocido","Desconocido","mediana"
"B97479935","1806579.53","2018","220182","ROMERO OLMEDO, MATIAS","7022 - Otras actividades de consultoría de gestión empresarial","CALLE ARACENA, 15","acerta-cert@acerta-cert.com","25","[917402661]","2004-07-02","2018-12-31","SOCIEDAD LIMITADA","28023 MADRID (Madrid)","ACERTA CERTIFICACION SOCIEDAD LIMITADA","Desconocido","Activa","[913071867, 917402660, 913571804]","['www.acerta-cert.com']","pequeña"
"B97575583","4472690.57","2018","750000","ROS GARCIA, GERMAN","5210 - Depósito y almacenamiento","POLIGONO INDUSTRIAL REY JUAN CARLOS I, PARC. T-3","azalogistics@azalogistics.com","34","[961590285]","2005-03-29","2018-08-31","SOCIEDAD LIMITADA","46440 ALMUSSAFES (Valencia)","AZA LOGISTICS SL","Desconocido","Activa","[902011031, 961226058, 960141200, 961599797]","['www.azalogistics.com']","pequeña"
"B97593537","9788748.83","2018","603100","GIRBES BARCELO, MARIA JOSE","4122 - Construcción de edificios no residenciales","PLAZA CONSTITUCIO, 15","blauverd@blauverd.com","50","[962404825]","2005-05-16","2018-12-31","SOCIEDAD LIMITADA","46600 ALZIRA (Valencia)","BLAUVERD CONSTRUCCION DE HABITATS SOCIEDAD LIMITADA","Desconocido","Activa","[962418574]","['www.blauverd.com']","pequeña"
"B97943385","2644744.08","2018","33010","MARTIN MARIN, ISMAEL","4299 - Construcción de otros proyectos de ingeniería civil n.c.o.p.","AVENIDA JACARANDAS, 2 - PISO 2 PTA 213","gerenciamakop@gmail.com","74","Desconocido","2007-09-18","2018-12-31","SOCIEDAD LIMITADA","46100 BURJASSOT (Valencia)","MAKOP EXCAVACIONES SL","Desconocido","Activa","Desconocido","['www.makop.es']","mediana"
"B98140239","2334547.41","2018","10000","ROMAGUERA FAURA, RICARDO","4329 - Otras instalaciones en obras de construcción","AVENIDA ARTAL DE FOCES, 117","web@inderen.es","35","Desconocido","2009-04-14","2018-12-31","SOCIEDAD LIMITADA","46290 ALCASSER (Valencia)","INGENIERIA Y DESARROLLOS RENOVABLES SL","Desconocido","Activa","[961242232, 961230278]","['www.inderen.es']","pequeña"
"B98140924","7167981.99","2018","11510","AGULLO AMOROS, PEDRO","4121 - Construcción de edificios residenciales","CALLE MARQUES DE DOSAIGUES, 3 - QUINTO C","admon@at4grupo.es","33","[963217377]","2009-04-16","2018-12-31","SOCIEDAD LIMITADA","46002 VALENCIA (Valencia)","OBRASAT4 SL","Desconocido","Activa","[963218299]","['www.at4grupo.es']","pequeña"
"B98249196","7246424.1","2017","3006","ANDRICA INVERSION SL","4730 - Comercio al por menor de combustible para la automoción en establecimientos especializados","POLIGONO INDUSTRIAL CALONGE","direccion@anaxis.es","30","Desconocido","2010-05-03","2017-12-31","SOCIEDAD LIMITADA","41007 SEVILLA (Sevilla)","ROBIN EUROGROUP SL","Desconocido","Activa","Desconocido","['www.robineurogroup.es']","pequeña"
"B98338411","609601.6","2018","10000","VICENTE ZARAGOZA SOCIEDAD ANONIMA","8299 - Otras actividades de apoyo a las empresas n.c.o.p.","CALLE CRONISTA CARRERES, 11 - PISO 1 E","info@grupozaragoza.com","12","Desconocido","2011-03-31","2018-12-31","SOCIEDAD LIMITADA","46003 VALENCIA (Valencia)","ZARAGOZA MEDIENERCO SOCIEDAD LIMITADA","Desconocido","Activa","[963411301]","['www.grupozaragoza.com']","pequeña"
"B98609985","491971.29","2017","107500","MELO PALOMARES, PAOLA","4399 - Otras actividades de construcción especializada n.c.o.p.","CALLE CORRETGER, 59 - 5","Desconocido","20","Desconocido","2014-02-05","2017-12-31","SOCIEDAD LIMITADA","46980 PATERNA (Valencia)","APILTEC MODULAR SOCIEDAD LIMITADA.","Desconocido","Concurso","Desconocido","Desconocido","pequeña"
"B98761133","8279073.41","2018","3000","PARRA BLASCO, FRANCISCO JAVIER","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CALLE DE LA PAU, 7 - PLTA 6ª","administracion@yomeeservices.com","54","Desconocido","2015-09-03","2018-12-31","SOCIEDAD LIMITADA","46003 VALENCIA (Valencia)","YOMEE ENERGY SERVICES SL.","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B99159477","9944195","2018","130000","SCHROTER, ANDREAS","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","PLAZA ANTONIO BELTRAN MARTINEZ, 1","info@dnvgl.com","48","[976280117]","2007-05-01","2018-12-31","SOCIEDAD LIMITADA","50002 ZARAGOZA (Zaragoza)","GL GARRAD HASSAN IBERICA SL.","Desconocido","Activa","[976435155, 976958195, 976979689]","['www.dnvgl.com']","mediana"
"B99315996","6403782.75","2018","3000","PEREZ LAHUERTA, SONIA","4121 - Construcción de edificios residenciales","AVENIDA DIAGONAL PLAZA, 14 - NAV 19","info@bernaprocon.es","20","Desconocido","2011-06-06","2018-12-31","SOCIEDAD LIMITADA","50197 ZARAGOZA (Zaragoza)","BERNA OBRAS Y PROYECTOS SOCIEDAD LIMITADA.","Desconocido","Activa","[976435609]","['www.bernaprocon.es']","pequeña"
"B99404857","4418368.1","2018","3100","COBO MORENO, JOSE","4121 - Construcción de edificios residenciales","AVENIDA LA ILUSTRACION, 14 - LOC 21","Desconocido","75","Desconocido","2014-03-18","2018-12-31","SOCIEDAD LIMITADA","50012 ZARAGOZA (Zaragoza)","INSTALACIONES Y CONSTRUCCIONES VALLE DEL HIERRO SOCIEDAD LIMITADA.","Desconocido","Activa","[976185778]","Desconocido","mediana"
"F03013257","15340725.35","2015","1696050.92","MAS CARRERES, ENRIQUE","3513 - Distribución de energía eléctrica","CALLE COR DE JESUS, 17","info@enorcopp.es","25","[965400881]","1995-06-10","2015-12-31","COOPERATIVA","03330 CREVILLENT (Alicante)","COOPERATIVA ELECTRICA BENEFICA SAN FRANCISCO DE ASIS SOCIEDAD COOPERATIVA VALENCIANA.","['LLUM ENERGIA']","Activa","[965400862]","Desconocido","pequeña"
"G27155688","1319872.89","2018","938892.2","LOPEZ TELLADO, JOSE MANUEL","9499 - Otras actividades asociativas n.c.o.p.","RONDA DE FINGOI, 117 - BJ","info@africorlugo.com","51","[982253309]","Desconocido","2018-12-31","ASOCIACION","27002 LUGO (Lugo)","ASOCIACION PROVINCIAL GANADEROS LUGO CONTROL DE RENDIMIENTOS AFRICOR LUGO","Desconocido","Activa","[982250714]","Desconocido","mediana"
