"Cif (S)","Ventas (N)","Año ventas (S)","Capital social (N)","Cargo principal (S)","Cnae (S)","Domicilio social (S)","Email (S)","Empleados (N)","Fax (S)","Fecha fundacion (S)","Fecha ult. balance (S)","Forma juridica (S)","Localidad (S)","Nombre (S)","Nombre comercial (S)","Situacion (S)","Telefono (S)","Web (S)","tipo (S)"
"B85225399","3388304.54","2018","10020","DIAZ VIZCAINO ALEGRE, RICARDO","4121 - Construcción de edificios residenciales","CALLE DOCTOR ESQUERDO, 144 - 146 OFICINA 2 BIS","Desconocido","44","Desconocido","2007-10-01","2018-12-31","SOCIEDAD LIMITADA","28007 MADRID (Madrid)","GRUPO GEVICO OBRAS Y CONSTRUCCIONES SL","Desconocido","Activa","Desconocido","Desconocido","mediana"
"B85286565","4152292.77","2017","30000","ANTOLIN SANTOS, MARIA ROSARIO","4121 - Construcción de edificios residenciales","CALLE VILLACONEJOS, 14 - NAV 7","administracion@monar.es","28","Desconocido","2008-01-24","2017-12-31","SOCIEDAD LIMITADA","28925 ALCORCON (Madrid)","MONAR SERVICIOS INTEGRALES SL (EN LIQUIDACION)","Desconocido","Liquidación concursal","[914442787]","['www.monar.es']","pequeña"
"B85443448","11144018.57","2018","156000","ESCRIVA GOMEZ, SALVADOR","4122 - Construcción de edificios no residenciales","CALLE ALEJANDRO GOICOECHEA, 14 - PLT 4º1","dinamica@dinamicacontruccion.com","19","[961486404]","2008-05-21","2018-12-31","SOCIEDAD LIMITADA","28823 COSLADA (Madrid)","DIRECCION E INVERSIONES EN NAVES CONSTRUCCIONES Y AUTOPISTAS DINAMICA SL","['DINAMICA CONSTRUCCION']","Activa","[961104848]","['www.dinamicaconstruccion.com']","pequeña"
"B85507424","8378808","2018","19833","RODRIGUEZ PUENTE HARYAN","4121 - Construcción de edificios residenciales","CALLE ALTAMIRANO, 35","informacion@ikasa.es","25","Desconocido","2008-07-31","2018-12-31","SOCIEDAD LIMITADA","28008 MADRID (Madrid)","IKASA ACTIVIDAD DE CONSTRUCCION SL.","Desconocido","Activa","[915415303, 912163910]","['www.ikasa.es']","pequeña"
"B85636280","3316973.71","2018","3100","MARTIN RODRIGUEZ, JOSE","4321 - Instalaciones eléctricas","AVENIDA LOS ROSALES, 42 - NAV 414","info@isd-ingenieria.es","29","Desconocido","2009-03-17","2018-12-31","SOCIEDAD LIMITADA","28021 MADRID (Madrid)","INSTALACIONES ISD SL.","Desconocido","Activa","[917238343]","['www.isd-ingenieria.com']","pequeña"
"B85728855","5405239.82","2018","60000","IÑIGUEZ OCHOA, JESUS MARIA","4321 - Instalaciones eléctricas","CALLE DE LA SIERRA DE GATA, 20","criogenia@criogenia.com.es","5","[913121700]","2009-06-23","2018-12-31","SOCIEDAD LIMITADA","28830 SAN FERNANDO DE HENARES (Madrid)","CRIOGENIA Y SERVICIOS SL","Desconocido","Activa","[913121700]","['www.criogenia.com.es']","pequeña"
"B85756971","9099170.61","2018","3006","CASADO CREUS, PALOMA CONCEPCION","4121 - Construcción de edificios residenciales","AVENIDA PINTOR ANTONIO LOPEZ, 11 - LOC 1","clientes@pincasa.com","11","[916924425]","2009-07-23","2018-12-31","SOCIEDAD LIMITADA","28320 PINTO (Madrid)","TERNECON INVERSIONES Y OBRAS SL","Desconocido","Activa","[916924472]","['www.pincasa.es']","pequeña"
"B86629201","2511265.6","2017","3000","MEJIA NAVARRO, MARIA ISABEL","4399 - Otras actividades de construcción especializada n.c.o.p.","CALLE SAN GERMAN, 20 - 3 A","ferkuma@ferkuma.es","48","Desconocido","2013-01-04","2017-12-31","SOCIEDAD LIMITADA","28020 MADRID (Madrid)","FERKUMA MAQUINARIA SL.","Desconocido","Activa","[918334140]","Desconocido","mediana"
"B86679362","9013613.7","2018","3016","SEBASTIAN LOPEZ, ROBERTO","6202 - Actividades de consultoría informática","CALLE BENITO ARIAS MONTANO, 1 - ESC 1 2 1","informacion@iaas365.com","83","[902727277]","2013-03-05","2018-12-31","SOCIEDAD LIMITADA","06800 MERIDA (Badajoz)","IAAS 365 SL.","Desconocido","Activa","[902727277, 924309288]","['www.iaas365.com']","mediana"
"B87159778","1698178.29","2018","3200","BERRIALES NAVAS, JESUS","6190 - Otras actividades de telecomunicaciones","CALLE RUMANIA, 8 - NAV 24","info@conectainstalaciones.es","70","Desconocido","2014-12-11","2018-12-31","SOCIEDAD LIMITADA","28802 ALCALA DE HENARES (Madrid)","CONECTA-T 2015 SL.","Desconocido","Activa","[912655796]","Desconocido","mediana"
"B87211140","148972.38","2018","3800","SALINERO SANCHEZ, VIRGINIA","4121 - Construcción de edificios residenciales","AVENIDA MIGUEL DE UNAMUNO, 3 - PISO 5 A","Desconocido","4","Desconocido","2015-02-13","2018-12-31","SOCIEDAD LIMITADA","28806 ALCALA DE HENARES (Madrid)","IVASER CONSTRUCCIONES REFORMAS Y MANTENIMIENTOS SL.","Desconocido","Activa","Desconocido","['www.ivaser15.es', 'www.ivaser.es']","pequeña"
"B87272324","9683215","2017","2099781","FERRER ROVIRA, CARLOS","5510 - Hoteles y alojamientos similares","CALLE ALCALA, 54 - PISO 2 IZ","Desconocido","144","Desconocido","2015-04-29","2017-12-31","SOCIEDAD LIMITADA","28014 MADRID (Madrid)","HOTEL ESTIVAL ISLANTILLA SL.","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B87579348","134129000","2018","3000","GOMEZ FERNANDEZ, JOSE LUIS","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","AVENIDA REINO UNIDO, 3 - PISO 3 HI","joseramon.alcantara@ezentis.com","798","Desconocido","2016-06-21","2018-12-31","SOCIEDAD LIMITADA","41012 SEVILLA (Sevilla)","EXCELLENCE FIELD FACTORY SL.","Desconocido","Activa","[913999700, 954625200, 959353068]","Desconocido","grande"
"B90023797","8702727.28","2018","18000","LINARES DIAZ, JOSE FRANCISCO","4122 - Construcción de edificios no residenciales","CALLE LEONARDO DA VINCI, PAB MP PAR TA 15","jfld@urbantech-titania.es","41","[954462574]","2012-09-21","2018-12-31","SOCIEDAD LIMITADA","41092 SEVILLA (Sevilla)","URBANTECH TITANIA SL.","Desconocido","Activa","[954630562]","['www.urbantech-titania.es']","pequeña"
"B90158551","3950802.54","2017","127000","DE NOVALES JIMENEZ, MANUEL","2920 - Fabricación de carrocerías para vehículos de motor; fabricación de remolques y semirremolques","CARRETERA ARAHAL A CORONIL","info@fenik.es","35","Desconocido","2014-09-22","2017-12-31","SOCIEDAD LIMITADA","41600 ARAHAL (Sevilla)","FENIKS CLEANING & SAFETY SOCIEDAD LIMITADA.","Desconocido","Activa","[955951548]","Desconocido","grande"
"B90202409","1058642.98","2018","195000","DEL RIO TOLEDO, JOSE LUIS","4299 - Construcción de otros proyectos de ingeniería civil n.c.o.p.","CALLE TAJO, 4 - LOC 2","contabilidad@rusvel.com","12","Desconocido","2015-05-07","2018-12-31","SOCIEDAD LIMITADA","41012 SEVILLA (Sevilla)","MEDIO AMBIENTE RESIDUOS Y AGUA MAREA SOCIEDAD LIMITADA.","Desconocido","Activa","[954296630, 955463597]","Desconocido","pequeña"
"B90316506","1781404.65","2018","3000","PUZARAS, SIGITAS","0161 - Actividades de apoyo a la agricultura","CALLE SAN FERNANDO, 2","Desconocido","48","Desconocido","2017-03-27","2018-12-31","SOCIEDAD LIMITADA","41110 BOLLULLOS DE LA MITACION (Sevilla)","AGRORECO SEVILLA SOCIEDAD LIMITADA.","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B91033621","31731000","2018","3005","RODRIGUEZ MEDINA, PEDRO LUIS","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","AVENIDA KANSAS CITY, 9","notifica@fcc.es","272","[954434956]","2000-02-02","2018-12-31","SOCIEDAD LIMITADA","41007 SEVILLA (Sevilla)","HIDROTEC TECNOLOGIA DEL AGUA SL","['HIDROTEC TECNOLOGIA DEL AGUA']","Activa","[913595400, 917574480, 917574508, 917595400]","Desconocido","grande"
"B91115196","166936000","2018","46128100","EDP RENEWABLES EUROPE SL","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CALLE DOCTOR CASAL, 3 - 5","Desconocido","50","[913997901]","2001-02-13","2018-12-31","SOCIEDAD LIMITADA","33001 OVIEDO (Asturias)","EDP RENOVABLES ESPAÑA SLU","Desconocido","Activa","[902830700]","['www.edpr.com']","grande"
"B91164343","9853164","2018","30051100","CONTRERAS RAMOS, MANUEL","6420 - Actividades de las sociedades holding","CALLE ALMENDRALEJO, 5","groupoazvi@groupoazvi.es","51","[954999200]","2001-10-23","2018-12-31","SOCIEDAD LIMITADA","41019 SEVILLA (Sevilla)","GRUPO DE EMPRESAS AZVI SL","Desconocido","Activa","[954999228]","['www.grupoazvi.es', 'www.azvi.es']","mediana"
"B91256826","5330723.9","2018","3006","GESTISUR GONZAMAR 2004 SL","7490 - Otras actividades profesionales, científicas y técnicas n.c.o.p.","CALLE TORRE DE LOS HERBEROS, 6","recepcion@supermercadosmas.com","9","[954930179]","2003-01-15","2018-12-31","SOCIEDAD LIMITADA","41703 DOS HERMANAS (Sevilla)","INSTALACIONES JAMAGO SL.","Desconocido","Activa","[954937999]","['www.supermercadosmas.com']","pequeña"
"B92349760","30837476.47","2018","109200","BORREGO ALVAREZ, ANA MARIA","4121 - Construcción de edificios residenciales","CALLE SUSPIROS, 68 - 69","info@bilba.es","261","Desconocido","2002-07-11","2018-12-31","SOCIEDAD LIMITADA","29500 ALORA (Málaga)","BILBA CONSTRUCTORA ANDALUCIA SL.","Desconocido","Activa","[952498875, 951264171, 951312178, 951326046]","['www.bilba.es']","grande"
"B92490515","3573638.69","2018","3006","MATEOS PEREGRINA, ROSA FRANCISCA","4312 - Preparación de terrenos","CALLE NUEVA, 36 - PISO 3 B","construccionestractus@yahoo.es","30","[958710932]","2003-12-05","2018-12-31","SOCIEDAD LIMITADA","18810 CANILES (Granada)","CONSTRUCCIONES Y OBRAS TRACTUS MALAGA SL","Desconocido","Activa","[958710931]","Desconocido","pequeña"
"B92672740","619148.35","2018","134010","SAN VICENTE GARCIA, JUAN JOSE","4122 - Construcción de edificios no residenciales","CALLE PLATA, 14","administracion@jlmolinasur.com","7","Desconocido","2005-07-27","2018-12-31","SOCIEDAD LIMITADA","29603 MARBELLA (Málaga)","JL MOLINA SUR SL","Desconocido","Activa","[952819373, 952861955]","['www.jlmolinasur.com']","pequeña"
"B92934892","1345281.58","2018","3006","MOYA DE LA RUBIA, MARIO","4121 - Construcción de edificios residenciales","CALLE VEREDA MEDIA DEL VALLE, 7","clientes@piscinasguansa.com","22","Desconocido","2008-04-23","2018-12-31","SOCIEDAD LIMITADA","29679 BENAHAVIS (Málaga)","GUANSA SPORT SL","Desconocido","Concurso","Desconocido","Desconocido","pequeña"
"B92993120","20842248.35","2018","304000","OLIVARES HUELIN, SANDRA","4121 - Construcción de edificios residenciales","CARRETERA AUTOVIA A-7, LOCAL 1 Y 17","info@atlas-group.es","94","Desconocido","2009-03-10","2018-12-31","SOCIEDAD LIMITADA","29680 ESTEPONA (Málaga)","ATLAS PROJECT MANAGEMENT SL.","Desconocido","Activa","[951272140]","['www.atlasbuild.eu']","mediana"
"B93032746","1044649.23","2017","6500","CORDON MORA, MANUEL","4121 - Construcción de edificios residenciales","CALLE CLAVEL, 12","generalcontratas@hotmail.com","22","Desconocido","2009-11-09","2017-12-31","SOCIEDAD LIMITADA","29410 YUNQUERA (Málaga)","GENERAL DE CONTRATAS MCM 2009 SL","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B93045599","13306741.77","2018","8216","PARRAGA RUIZ, JOSE MIGUEL","4121 - Construcción de edificios residenciales","CALLE BENADALID, 38 - 40","info@emedisd.com","100","Desconocido","2010-01-28","2018-12-31","SOCIEDAD LIMITADA","29006 MALAGA (Málaga)","ESTRUCTURAS MEDISD SL","Desconocido","Activa","[952429000]","['www.emedisd.com']","mediana"
"B93208023","821361.87","2018","4000","GUTIERREZ CAMARENA, JORGE","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CALLE ESLOVENIA, 19 - NAV 74, POL","administracion@sigmac.es","11","Desconocido","2012-08-10","2018-12-31","SOCIEDAD LIMITADA","29004 MALAGA (Málaga)","SERVICIOS INTEGRADOS DE GEOTECNIA Y MATERIALES DE CONSTRUCCION SL.","Desconocido","Activa","[952173091, 951947811]","['www.sigmac.es']","pequeña"
"B95619110","3057267.16","2018","227000","ANZA HORTALA, PATXI","7111 - Servicios técnicos de arquitectura","CALLE SEVERO OCHOA, 4 - ENTR","info@indan.es","80","Desconocido","2010-07-23","2018-12-31","SOCIEDAD LIMITADA","48480 ARRIGORRIAGA (Bizkaia)","SOLUCIONES INDUSTRIALES ANZA SOCIEDAD LIMITADA","Desconocido","Activa","[944022173]","['www.indan.es']","mediana"
"B95745832","8143056.97","2018","720000","BARANDIARAN LANDIN, MIKEL","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CALLE IBAÑEZ DE BILBAO, 28 - PISO 7","info@bascorporation.com","6","Desconocido","2013-12-13","2018-12-31","SOCIEDAD LIMITADA","48009 BILBAO (Bizkaia)","BAS PROJECTS CORPORATION SOCIEDAD LIMITADA.","Desconocido","Activa","[944793787, 944535033]","Desconocido","pequeña"
"B96466461","2979977.62","2018","75125","MARTI SELVA, IGNACIO","4321 - Instalaciones eléctricas","POLIGONO INDUSTRIAL PASCUALETA, 5","contabilidad@electrotecniabastida.com","26","[963974228]","1995-09-18","2018-12-31","SOCIEDAD LIMITADA","46200 PAIPORTA (Valencia)","ELECTROTECNIA BASTIDA SL","Desconocido","Activa","[963976665]","['www.electrotecniabastida.com']","pequeña"
"B96534805","24056927.2","2018","48080","HUET GRONDONA, FERNANDO","8122 - Otras actividades de limpieza industrial y de edificios","AVENIDA MILITAR AMADO GRANELL MESADO, 75 - 6","central@vareser.net","534","[963679253]","1996-04-02","2018-12-31","SOCIEDAD LIMITADA","46013 VALENCIA (Valencia)","VARESER 96 SOCIEDAD LIMITADA","Desconocido","Activa","[963679166]","['www.vareser.net']","grande"
"B96638887","20981008.58","2018","3419.36","JORDA NOGALES, CARLOS","7732 - Alquiler de maquinaria y equipo para la construcción e ingeniería civil","CALLE LEVANTE, A-1.2.2. P.I. POYO DE REVA","mateco@mateco.es","72","Desconocido","1997-04-03","2018-09-30","SOCIEDAD LIMITADA","46394 RIBA-ROJA DE TURIA (Valencia)","MATECO ALQUILER DE MAQUINARIA SLU","Desconocido","Activa","[961767143, 902119682, 961783719, 902011930]","['www.mateco.es']","mediana"
"B96889621","1505412.05","2018","4509","GINER CARRILLO, EDUARDO","4321 - Instalaciones eléctricas","AVENIDA DEL CAMI NOU, 24","contabilidad@ginerca.es","18","Desconocido","1999-07-01","2018-12-31","SOCIEDAD LIMITADA","46950 XIRIVELLA (Valencia)","INSTALACIONES ELECTRICAS GINERCA SL","['GINERCA SERVICIOS ENERGETICOS']","Activa","[963831414, 961330291, 963794178]","['www.ginerca.es']","pequeña"
"B97258594","2150635","2016","3010","ROIG MUNDI, JUAN","4122 - Construcción de edificios no residenciales","AVENIDA PRIMAT REIG, 183 - 2º","sevengar@sevengar.com","32","[963389721]","2002-10-02","2016-12-31","SOCIEDAD LIMITADA","46020 VALENCIA (Valencia)","SERVICIOS MANTENIMIENTOS Y OBRAS SEVENGAR SL (EN LIQUIDACION)","Desconocido","Liquidación concursal","[963389720]","['www.sevengar.com']","pequeña"
"B97502678","2655000","2018","50000","FERRER BELTRAN, JOSE","4110 - Promoción inmobiliaria","CARRETERA BARCELONA, 35","milenium2@pyvmilenium.com","0","[961863264]","2004-09-23","2018-12-31","SOCIEDAD LIMITADA","46131 BONREPOS I MIRAMBELL (Valencia)","PROYECTOS Y VIVIENDAS MILENIUM SL","Desconocido","Activa","[961863263]","Desconocido","pequeña"
"B97620496","7701971.59","2018","276726","KAHLE BUSINESS DEVELOPMENT SL REPRES PJ CEBOLLA CORNEJO BERNARDO","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CALLE SANT CRISTOFOL, 61 - BJ","patricia@marcgm.com","93","Desconocido","2005-07-11","2018-12-31","SOCIEDAD LIMITADA","46440 ALMUSSAFES (Valencia)","ITERA SOLUCIONES DE INGENIERIA SL.","Desconocido","Activa","Desconocido","['www.iteraengineering.es']","pequeña"
"B97836241","913798.46","2018","105006","NAVARRO HARO, MARCO ANTONIO","4399 - Otras actividades de construcción especializada n.c.o.p.","CALLE LUIS MARTI, 10 - BJ IZ","Desconocido","30","Desconocido","2007-01-04","2018-12-31","SOCIEDAD LIMITADA","46200 PAIPORTA (Valencia)","ECUPERVAL CONSTRUCCIONES Y TECNICAS DEL PAVIMENTO SL","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B97961452","1079416.16","2018","411146","GUAITA MARTI, JUAN CARLOS","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CALLE ANGEL LOZANO, 18 - PISO 1 IZ","info@prosoliaenergy.com","11","Desconocido","2007-10-31","2018-12-31","SOCIEDAD LIMITADA","03001 ALICANTE/ALACANT (Alicante)","PROSOLIA INTERNACIONAL SL","['PROSOLIA']","Activa","[965296650]","['www.prosoliaenergy.com']","pequeña"
"B98844574","7054562.9","2018","3000","EXCELSION TIMES SL","7490 - Otras actividades profesionales, científicas y técnicas n.c.o.p.","AVENIDA NAVARRA, 14","isaguargarcia@aspyprevencion.com","117","Desconocido","2016-07-14","2018-12-31","SOCIEDAD LIMITADA","08911 BADALONA (Barcelona)","ASPY PREVENCION SL.","Desconocido","Activa","Desconocido","Desconocido","mediana"
"B99005050","20208035.13","2018","18000","LOPEZ NOGUE, MIGUEL","4122 - Construcción de edificios no residenciales","CALLE E, PAR 92","ferber@ferbercons.com","19","[976662889]","2004-04-05","2018-12-31","SOCIEDAD LIMITADA","50600 EJEA DE LOS CABALLEROS (Zaragoza)","FERBER CONS XXI SL","Desconocido","Activa","[976662371]","['www.ferbercons.com']","pequeña"
"B99237364","7769215.02","2018","123100","DEL TIEMPO PINA, ALFREDO","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CALLE MAMFREDONIA, 10 - NAV 8","info-es@deutsche-windtechnik.com","100","Desconocido","2009-02-10","2018-12-31","SOCIEDAD LIMITADA","50197 ZARAGOZA (Zaragoza)","DEUTSCHE WINDTECHNIK, SOCIEDAD LIMITADA UNIPERSONAL.","Desconocido","Activa","[976216038]","['www.deutsche-windtechnik.com']","mediana"
"F36049534","3926954.81","2017","213135.4","ESTEVEZ RODRIGUEZ, JOSE MIGUEL","4321 - Instalaciones eléctricas","CALLE ARZOBISPO MALVAR, 30","taelpo@taelpo.com","75","[986869880]","1988-02-01","2017-12-31","COOPERATIVA","36002 PONTEVEDRA (Pontevedra)","TALLERES ELECTROTECNICOS DE PONTEVEDRA S.C.","Desconocido","Activa","[986861888, 986861766]","['www.taelpo.com']","mediana"
