"Cif (S)","Ventas (N)","Año ventas (S)","Capital social (N)","Cargo principal (S)","Cnae (S)","Domicilio social (S)","Email (S)","Empleados (N)","Fax (S)","Fecha fundacion (S)","Fecha ult. balance (S)","Forma juridica (S)","Localidad (S)","Nombre (S)","Nombre comercial (S)","Situacion (S)","Telefono (S)","Web (S)","tipo (S)"
"B86400157","2376246.54","2018","60736","MOLINOS ESPARZA, ROBERTO FRANCISCO","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CALLE DOÑA JUANA I DE CASTILLA, 26 - PISO 1 C","contact@modelical.com","24","Desconocido","2012-02-20","2018-12-31","SOCIEDAD LIMITADA","28027 MADRID (Madrid)","MODELICAL CONSULTORIA SL.","Desconocido","Activa","Desconocido","['www.modelical.com']","pequeña"
"B86480324","4209654.4","2017","906663","GRUPO INNOVATI TECHNOLOGIES SL","6202 - Actividades de consultoría informática","CALLE ISABEL COLBRAND, 10 -12 PLT 4, OFICINA 113","info@grupoinnovati.com","2","[917360684]","2012-07-27","2017-12-31","SOCIEDAD LIMITADA","28050 MADRID (Madrid)","INNOVATI SERVICIOS TECNOLOGICOS SL.","Desconocido","Ilocalizable según nuestras fuentes","[917360682]","['www.grupoinnovati.com']","pequeña"
"B86675634","1824760.78","2018","70000","MARTIN FUENTES, OSCAR","4321 - Instalaciones eléctricas","AVENIDA DE LAS FLORES, 29","admon@eleccom.es","33","Desconocido","2013-03-07","2018-12-31","SOCIEDAD LIMITADA","28970 HUMANES DE MADRID (Madrid)","ELECTRIFICACIONES Y COMUNICACIONES DEL CENTRO SL.","Desconocido","Activa","[910228086]","['www.eleccom.es']","pequeña"
"B86680220","5306263.2","2016","3000","SANCHEZ ALVAREZ, FRANCISCO JOSE","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","AVENIDA DE LOS MONTES DE OCA, 4","mzorita@tecnatom.es","136","Desconocido","2013-03-06","2016-12-31","SOCIEDAD LIMITADA","28703 SAN SEBASTIAN DE LOS REYES (Madrid)","TECNATOM SERVICIOS TECNICOS Y CONSULTORIA SL.","Desconocido","Activa","[916598600, 917556989]","Desconocido","mediana"
"B86727096","339564.42","2015","15000","MARTINEZ DIAZ, JESUS","4322 - Fontanería, instalaciones de sistemas de calefacción y aire acondicionado","CALLE DE FINLANDIA, 5 - PISO 2 C","Desconocido","10","Desconocido","2013-04-30","2015-12-31","SOCIEDAD LIMITADA","28942 FUENLABRADA (Madrid)","NOBEL OBRAS Y PROYECTOS SL.","Desconocido","Posible cierre de hoja registral","Desconocido","Desconocido","pequeña"
"B87020467","3412969.69","2018","183225","VECINO GAY, JOSE RAMON","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CALLE ALMAGRO, 1 - BJ DR","gonzalo.lopezalonso@gruponormetal.com","15","Desconocido","2014-05-21","2018-12-31","SOCIEDAD LIMITADA","28010 MADRID (Madrid)","NORMETAL CONSTRUCCION MODULAR SL.","Desconocido","Activa","[917025242, 918985214]","Desconocido","pequeña"
"B87035135","1029550.23","2018","10000","ALONSO MARTINEZ, JONATAN","4399 - Otras actividades de construcción especializada n.c.o.p.","CALLE CHIMBO, 12 - PLT BJ PTA DR","Desconocido","15","Desconocido","2014-06-26","2018-12-31","SOCIEDAD LIMITADA","28025 MADRID (Madrid)","VERTICAL MADRID REHABILITACIONES EN ALTURA SL.","Desconocido","Activa","[911107557]","Desconocido","pequeña"
"B87167474","11371516.3","2018","225000","MUÑIZ GALARZA, FRANCISCO JAVIER","4222 - Construcción de redes eléctricas y de telecomunicaciones","CALLE CERCEDILLA, 10","resgreen@resgreen.es","180","[914511070]","2014-12-22","2018-12-31","SOCIEDAD LIMITADA","28925 ALCORCON (Madrid)","RESGREEN EUROPE SL.","Desconocido","Activa","[914511070, 913332494]","['www.resgreen.es']","mediana"
"B87384533","2150062.78","2018","3000","VALEAN FLORIN, AUGUSTIN","4321 - Instalaciones eléctricas","CALLE ARGENTINA, 17 - PISO 1","Desconocido","88","Desconocido","2015-09-30","2018-12-31","SOCIEDAD LIMITADA","28027 MADRID (Madrid)","INNOVACIONES TECNIWORKS SL.","Desconocido","Activa","Desconocido","Desconocido","mediana"
"B87555801","3489639.35","2018","3000","DE LA CUEVA ALEU, JOSE ENRIQUE","4122 - Construcción de edificios no residenciales","AVENIDA MANOTERAS, 10 - PTL B LOFT 104","administracion@cuorma.com","15","Desconocido","2016-05-03","2018-12-31","SOCIEDAD LIMITADA","28050 MADRID (Madrid)","CONSTRUCCION Y GESTION INTEGRAL CUORMA SL.","Desconocido","Activa","[910210461]","Desconocido","pequeña"
"B87580882","9944079.65","2018","3000","INVERSIONES 2012 BUSINESS PROJECTS SL REPRES PJ SANTOS ALONSO MIGUEL ANGEL","8220 - Actividades de los centros de llamadas","CALLE ALCALA, 21 - PISO 8 PTA DR","elena.gutierrez@grupotelestant.com","178","Desconocido","2016-06-03","2018-12-31","SOCIEDAD LIMITADA","28014 MADRID (Madrid)","AGENCIA B12 ONLINE SL.","Desconocido","Activa","[916629534]","['www.agenciab12.com']","mediana"
"B87735189","2777944.34","2018","3100","VOICAN MIHAI, CONSTANTIN","4121 - Construcción de edificios residenciales","PASEO DE LAS ACACIAS, 15 - PISO 1 B","mihaplacreformas@gmail.com","53","Desconocido","2017-01-27","2018-12-31","SOCIEDAD LIMITADA","28821 COSLADA (Madrid)","MIHAPLAC REFORMAS SL.","Desconocido","Activa","Desconocido","Desconocido","mediana"
"B91238154","28830044","2018","4607276","HAYA SEGOVIA, ANTONIO","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","AVENIDA CAMAS, 28","greenpower@greenpower.es","58","[955776734]","2002-10-28","2018-12-31","SOCIEDAD LIMITADA","41110 BOLLULLOS DE LA MITACION (Sevilla)","GREEN POWER TECHNOLOGIES SL","Desconocido","Activa","[954181521, 955776734, 954184572]","['www.greenpower.es', 'www.gptech.es']","mediana"
"B91280313","5932172.88","2017","3006","ILLA CANELA, JOAQUINA","4110 - Promoción inmobiliaria","CALLE MADRID, 98","Desconocido","18","Desconocido","2003-04-15","2017-12-31","SOCIEDAD LIMITADA","41300 LA RINCONADA (Sevilla)","AGROALIMENTARIA HISPALENSE SOCIEDAD LIMITADA.","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B91620492","1470842.77","2018","52935.66","ALVAREZ MUÑOZ, MANUEL","4321 - Instalaciones eléctricas","CALLE IMAGEN, 8 - PISO 2º B","ideltec@ideltec.es","18","[954215785]","2007-01-29","2018-12-31","SOCIEDAD LIMITADA","41003 SEVILLA (Sevilla)","INSTALACIONES DE DOMOTICA ELECTRICIDAD Y TELECOMUNICACIONES SL","Desconocido","Activa","[954221853]","['www.ideltec.es']","pequeña"
"B91780148","1992375.2","2018","3080","AUSIN CARVALLO, LORENZO","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","PLAZA DUQUE DE LA VICTORIA, 1 - MOD 7","info@afrontanetworks.com","27","Desconocido","2008-11-04","2018-12-31","SOCIEDAD LIMITADA","41002 SEVILLA (Sevilla)","GRUPO AFRONTA SL","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B91797183","495820.75","2017","3562.77","GARCIA CALVO, CARMELO","4121 - Construcción de edificios residenciales","CALLE AUSTRIA, 3","tecnico@estructurascayser.com","10","Desconocido","2009-01-12","2017-12-31","SOCIEDAD LIMITADA","41740 LEBRIJA (Sevilla)","CA Y SE ESTRUCTURAS 07 S L","Desconocido","Activa","[954026753]","Desconocido","pequeña"
"B91968560","1422476.29","2018","12810","SANCHEZ MOSCOSO, MARIA DEL CARMEN","4122 - Construcción de edificios no residenciales","CALLE SOR ANGELA DE LA CRUZ, 33","sanorrestaura@sanorrestaura.com","31","[954815385]","2011-11-03","2018-12-31","SOCIEDAD LIMITADA","41640 OSUNA (Sevilla)","SANOR RESTAURA SL.","Desconocido","Activa","[954811486]","Desconocido","pequeña"
"B92333004","4793741.36","2018","151214.4","SUAREZ FERNANDEZ, DAMASO MANUEL","4299 - Construcción de otros proyectos de ingeniería civil n.c.o.p.","CALLE DEL CAMINO VIEJO DE GETAFE, 39","urvios@urvios.com","30","[915051235]","2002-06-01","2018-12-31","SOCIEDAD LIMITADA","28946 FUENLABRADA (Madrid)","URVIOS CONSTRUCCION Y SERVICIOS SL.","Desconocido","Activa","[917950446]","['www.urvios.com']","pequeña"
"B92579333","6033648.72","2018","9000","MARIN LOPEZ, ANGEL MANUEL","4121 - Construcción de edificios residenciales","URBANIZACION MONTECARLO, PAR 14","ana@amconstrucciones.com","33","[952786271]","2004-10-01","2018-12-31","SOCIEDAD LIMITADA","29670 MARBELLA (Málaga)","ANGEL MARTIN PROYECT-MANAGEMENT SL","Desconocido","Reapertura de la hoja registral","[952786271]","Desconocido","pequeña"
"B92861152","5008738.9","2018","3006","HERVAS LOPEZ, JUAN CARLOS","4121 - Construcción de edificios residenciales","AVENIDA DE LAS AMERICAS, 1 - PTL 5 . PLT 5 B","info@herysan2007.com","44","Desconocido","2007-05-11","2018-12-31","SOCIEDAD LIMITADA","29006 MALAGA (Málaga)","HERYSAN 2007 SL","Desconocido","Activa","[952346297]","Desconocido","pequeña"
"B92956291","1570966.9","2014","3006","FERNANDEZ DOMINGUEZ, MANUEL","4121 - Construcción de edificios residenciales","CALLE RIO, 44 - 1","administracion1@doferant.es","31","[952840560]","2008-08-12","2014-12-31","SOCIEDAD LIMITADA","29200 ANTEQUERA (Málaga)","DOFERANT CONSTRUCCIONES Y CONTRATAS SL","Desconocido","Ilocalizable según nuestras fuentes","[952840560]","Desconocido","pequeña"
"B93114429","5615136.16","2018","6000","SANCHEZ AGESTA MORENO, ANTONIO LUIS","4121 - Construcción de edificios residenciales","CALLE KANDINSKY, 20 - PTL 2. PISO 1 B","info@iniciaxxi.com","20","[952640390]","2011-03-02","2018-12-31","SOCIEDAD LIMITADA","29010 MALAGA (Málaga)","INICIA SIGLO XXI SL","Desconocido","Activa","[952109266]","['www.inicia.com']","pequeña"
"B95226742","42387000","2018","3000","BARANDIARAN LANDIN, MIKEL FELIX","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CALLE IBAÑEZ DE BILBAO, 28 - PISO 8","francisco.hernando@dominion.es","17","[944793783]","2002-09-27","2018-12-31","SOCIEDAD LIMITADA","48009 BILBAO (Bizkaia)","DOMINION ENERGY SOCIEDAD LIMITADA.","Desconocido","Activa","[944793787]","['www.dominion.es']","pequeña"
"B95237798","862855.57","2018","12000","GUTIERREZ ORGAZ, OSCAR","4321 - Instalaciones eléctricas","POLIGONO TORRELARRAGOITI, PARC. 6-A1 PLT ALTA","estudios@osguluz.com","13","Desconocido","2002-12-18","2018-12-31","SOCIEDAD LIMITADA","48170 ZAMUDIO (Bizkaia)","ELECTRICIDAD OSGULUZ SL","Desconocido","Activa","[944027711]","Desconocido","pequeña"
"B95415808","3920862.18","2018","500000","URIOSTE FERNANDEZ, ITSASO","4399 - Otras actividades de construcción especializada n.c.o.p.","PASEO BLASCO IBAÑEZ, 1 - BIS BJ 7","i.urioste@gotorgestion.com","48","Desconocido","2006-03-24","2018-12-31","SOCIEDAD LIMITADA","48500 ABANTO CIERVANA/ABANTO ZIERBENA (Bizkaia)","GOTOR GESTION SOCIEDAD LIMITADA","Desconocido","Activa","[944425118]","Desconocido","mediana"
"B95416301","7610816.79","2018","3200","GARCIA NANCLARES, RAUL","4322 - Fontanería, instalaciones de sistemas de calefacción y aire acondicionado","AVENIDA TXORIERRIKO, 9 - LJ 3","amaia@aideko.com","50","Desconocido","2006-03-27","2018-12-31","SOCIEDAD LIMITADA","48160 DERIO (Bizkaia)","AIDESEGI SL","Desconocido","Activa","[944412818, 944414425, 944314646]","['www.aidesegi.com']","mediana"
"B95660916","1136628.6","2013","30100","CASTRO CORZO, ROBERTO","4121 - Construcción de edificios residenciales","CALLE UGARTEBEITIA, 7 - PISO 3 OFICINA 23","loizaga@loizagaconstrucciones.com","6","Desconocido","2011-09-14","2013-12-31","SOCIEDAD LIMITADA","48903 BARAKALDO (Bizkaia)","LOIZAGA CONSTRUCCIONES Y REHABILITACIONES SOCIEDAD LIMITADA.","Desconocido","Activa","[944826861]","['www.loizagaconstrucciones.com']","pequeña"
"B96160312","931991.88","2010","6010","GALIANA BELTRAN, JOSE LUIS","4399 - Otras actividades de construcción especializada n.c.o.p.","CALLE MESTRE SERRANO, 19","cosene@ono.com","16","[962682222]","1993-03-10","2010-12-31","SOCIEDAD LIMITADA","46295 SUMACARCER (Valencia)","COSENE SOCIEDAD LIMITADA.","Desconocido","Cierre de hoja registral","Desconocido","Desconocido","pequeña"
"B96561329","15335429.99","2018","3005.06","GALLARDO AMARO, ANDRES","7022 - Otras actividades de consultoría de gestión empresarial","PLAZA HORTICULTOR CORSET, 8 - BJ","ingenieria@grupogh.es","30","[963822467]","1996-06-25","2018-12-31","SOCIEDAD LIMITADA","46008 VALENCIA (Valencia)","SERVAR GM SRL","Desconocido","Activa","[963823032, 961503137]","['www.servar.es']","pequeña"
"B96684071","12541424.41","2018","3010","GRUPO TEC SERVICIOS AVANZADOS SA","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","AVENIDA TARONGERS, 33 - BJ","administracion@grupotec.es","113","[963932607]","1997-09-04","2018-12-31","SOCIEDAD LIMITADA","46011 VALENCIA (Valencia)","GRUPO TEC SERVICIOS DE INGENIERIA SOCIEDAD LIMITADA","Desconocido","Activa","[963391890, 963391099]","['www.grupotec.es']","mediana"
"B96818190","1321649.47","2018","18083.5","NAVASCUES INDIA, PEDRO JOSE","4329 - Otras instalaciones en obras de construcción","CALLE DE MARIA BENLLIURE, 43 - BJ","ascensorestrremon@tremon.es","17","[962405753]","1999-01-01","2018-12-31","SOCIEDAD LIMITADA","46740 CARCAIXENT (Valencia)","DIVISION DE MANTENIMIENTO TREMON SL","Desconocido","Activa","[962405753]","['www.tremon.es']","pequeña"
"B97016125","40383201.89","2018","1000064","NAVARRO GIMENEZ, BRIGIDO","4213 - Construcción de puentes y túneles","CALLE CERAMISTA RAMON GALDON, 10","lic@lic-sl.com","150","[962446151]","2000-08-04","2018-12-31","SOCIEDAD LIMITADA","46260 ALBERIC (Valencia)","LEVANTINA INGENIERIA Y CONSTRUCCION SL","Desconocido","Activa","[962441713]","Desconocido","mediana"
"B97733299","4103823.33","2018","68010","TERRASA COMPANY, SONIA","4121 - Construcción de edificios residenciales","CALLE CID, 2 - BJ","Desconocido","92","Desconocido","2006-04-11","2018-12-31","SOCIEDAD LIMITADA","46970 ALAQUAS (Valencia)","CALA LLARGA SL","Desconocido","Activa","Desconocido","Desconocido","mediana"
"B97776793","5579506.06","2018","3020","GONZALEZ MORENO, RAFAEL","4121 - Construcción de edificios residenciales","CALLE SUECA, 31 - BJ","Desconocido","37","Desconocido","2006-07-26","2018-12-31","SOCIEDAD LIMITADA","46460 SILLA (Valencia)","HERGON HABITATGE SL","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B97839427","7101894.99","2018","6000","DK GESTIONES Y EXPLOTACIONES ENERGETICAS SL","4730 - Comercio al por menor de combustible para la automoción en establecimientos especializados","CALLE U, 4","central@exsoil.es","3","Desconocido","2007-01-12","2018-12-31","SOCIEDAD LIMITADA","46190 RIBA-ROJA DE TURIA (Valencia)","EXOIL RIBA-ROJA SOCIEDAD LIMITADA.","Desconocido","Activa","[961665649, 963969210]","['www.exoil.es']","pequeña"
"B98165541","14265654.53","2018","4940","MOMPLET VIVAS, CARLOS","4669 - Comercio al por mayor de otra maquinaria y equipo","CALLE GUGLIELMO MARCONI, 26","info@tewis.com","35","[963500787]","2009-06-24","2018-12-31","SOCIEDAD LIMITADA","46980 PATERNA (Valencia)","TEWIS SMART SYSTEMS SLU","Desconocido","Activa","[963134049]","['www.tewis.com']","pequeña"
"B98335409","3376132.62","2018","3100","HERRANZ BUSQUIEL, JESUS DAMIAN","4121 - Construcción de edificios residenciales","PLAZA PRINCIPE DE ASTURIAS, 6 - PISO 6 24","administracion@viraje.es","14","Desconocido","2011-03-15","2018-12-31","SOCIEDAD LIMITADA","46920 MISLATA (Valencia)","VIRAJE ARQUITECTURA SOCIEDAD LIMITADA","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B98466709","1316184.11","2018","8000","MARTINEZ HERVAS, MIGUEL ANGEL","4121 - Construcción de edificios residenciales","CALLE LONDRES, 11","administracion@igrin.es","29","Desconocido","2012-08-06","2018-12-31","SOCIEDAD LIMITADA","46185 LA POBLA DE VALLBONA (Valencia)","IGRIN SOCIEDAD LIMITADA.","Desconocido","Activa","Desconocido","['www.igrin.es']","pequeña"
"B98571656","6130341.44","2018","122000","PASTOR BORONAT, IGNACIO JOSE","4730 - Comercio al por menor de combustible para la automoción en establecimientos especializados","AVENIDA TEXTIL, 78","ontinyent@gasolwin.com","3","Desconocido","2013-10-01","2018-12-31","SOCIEDAD LIMITADA","46870 ONTINYENT (Valencia)","GASOLWIN SOCIEDAD LIMITADA.","Desconocido","Activa","[962369139]","['www.gasolwin.com']","pequeña"
"B98722622","12877545.42","2018","10547700","RODRIGUEZ VERDUGO, ALFREDO","4299 - Construcción de otros proyectos de ingeniería civil n.c.o.p.","CALLE DE CAVANILLES, 28 - ENT","info@roveralcisa.com","32","[961224687]","2015-03-25","2018-12-31","SOCIEDAD LIMITADA","46010 VALENCIA (Valencia)","ROVER MARITIME SL.","Desconocido","Activa","[963390950, 961224688]","['www.cyesmw.com']","pequeña"
"B99070021","5456811.51","2018","201500","BASTOS ENGUITA, FERNANDO","4321 - Instalaciones eléctricas","CALLE QUEVEDO, 69","montajesalfa@montajesalfa.com","154","Desconocido","2005-08-12","2018-12-31","SOCIEDAD LIMITADA","50298 PINSEQUE (Zaragoza)","AUXILIAR DE MONTAJES ALFA SL","Desconocido","Activa","[976656520]","Desconocido","mediana"
"B99269292","13531765.34","2018","3100","ACUARIO CAPITAL SPAIN SL","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CALLE SALVADOR VALIENTE AZNAR, 4 - LOC","info@seventyeight.es","23","Desconocido","2010-01-15","2018-12-31","SOCIEDAD LIMITADA","50016 ZARAGOZA (Zaragoza)","SEVENTY EIGHT SL","Desconocido","Activa","[976570970, 876547089]","['www.seventyeight.es']","pequeña"
"V04509071","4007103.82","2018","3000","ARANDA IBAÑEZ, MERCEDES","7022 - Otras actividades de consultoría de gestión empresarial","AVENIDA NUESTRA SEÑORA DE MONTSERRAT, 11","sunaria-fiscal@sunaria.cajamar.es","81","Desconocido","2005-01-24","2018-12-31","OTROS TIPOS NO DEFINIDOS","04006 ALMERIA (Almería)","BCC GESTION INTEGRAL DE INFRAESTRUCTURAS A.I.E.","Desconocido","Activa","[950210100, 950182014, 950182000]","Desconocido","mediana"
